Дата	Время	Вид ДТП	Место	Улица	Дом	Дорога	Километр	Метр	Долгота	Долгота, градусы	Долгота, минуты	Долгота, секунды	Широта	Широта, градусы	Широта, минуты	Широта, секунды	Погибло	Погибло детей	Ранено	Ранено детей
01.06.2015	22:30	Столкновение	Республика Марий Эл, Волжск	Орлова ул	77				48.2236	48	13	24	55.8806	55	52	50	0	0	0	0
01.06.2015	22:00	Наезд на стоящее ТС	Республика Марий Эл, Медведевский район, Медведево	Логинова ул	6				47.4851	47	29	6	56.3813	56	22	52	0	0	0	0
01.06.2015	21:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	50				47.9147	47	54	52	56.66	56	39	36	0	0	0	0
01.06.2015	21:10	Столкновение	Республика Марий Эл, Волжск	Кошкина ул	18				48.3922	48	23	31	55.8419	55	50	30	0	0	0	0
01.06.2015	21:05	Наезд на животное	Республика Марий Эл, Йошкар-Ола	Крылова ул	44				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
01.06.2015	20:30	Иной вид ДТП	Республика Марий Эл, Советский район			Йошкар-Ола - Уржум	40	0	48.2727	48	16	21	56.4511	56	27	3	0	0	0	0
01.06.2015	18:55	Столкновение	Республика Марий Эл, Горномарийский район, Козьмодемьянск	Рабочая ул	70				46.5858	46	35	8	56.3181	56	19	5	0	0	0	0
01.06.2015	18:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Деповская ул	12 А				47.8533	47	51	11	56.64	56	38	24	0	0	0	0
01.06.2015	17:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Васильева ул	4				47.8572	47	51	25	56.6589	56	39	32	0	0	0	0
01.06.2015	17:05	Столкновение	Республика Марий Эл, Йошкар-Ола	Набережная Брюгге ул.	3				47.8575	47	51	27	56.6589	56	39	32	0	0	0	0
01.06.2015	16:54	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола	Суворова ул	26				47.8733	47	52	23	56.6431	56	38	35	0	0	0	0
01.06.2015	16:50	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	103				47.8711	47	52	15	56.6589	56	39	32	0	0	0	0
01.06.2015	16:50	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Ленина ул	34				48	48	0	0	55	55	0	0	0	0	0	0
01.06.2015	16:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Гагарина пр-кт	1				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
01.06.2015	16:40	Наезд на животное	Республика Марий Эл, Волжск	107 Бригады ул	6				48	48	0	0	55	55	0	0	0	0	0	0
01.06.2015	16:20	Столкновение	Республика Марий Эл, Медведевский район			Йошкар-Ола - Уржум	17	430	48.6117	48	36	42	56.4388	56	26	19	0	0	3	2
01.06.2015	15:50	Наезд на стоящее ТС	Республика Марий Эл, Медведевский район						47.5816	47	34	53	56.3231	56	19	23	0	0	0	0
01.06.2015	15:50	Столкновение	Республика Марий Эл, Йошкар-Ола						47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
01.06.2015	15:47	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Комсомольская ул	123				47.8975	47	53	51	56.6411	56	38	27	0	0	0	0
01.06.2015	15:07	Столкновение	Республика Марий Эл, Йошкар-Ола	Прохорова ул	26				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
01.06.2015	15:00	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Пролетарская ул	19				47.8572	47	51	25	56.6594	56	39	33	0	0	0	0
01.06.2015	14:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	32				47.8572	47	51	25	56.6589	56	39	32	0	0	0	0
01.06.2015	14:29	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Первомайская ул	158				47.8858	47	53	8	56.6328	56	37	58	0	0	0	0
01.06.2015	13:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Комсомольская ул	114				47.8739	47	52	26	56.6564	56	39	23	0	0	0	0
01.06.2015	13:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Крастыня ул	2				47.8767	47	52	36	56.64	56	38	24	0	0	0	0
01.06.2015	13:30	Наезд на стоящее ТС	Республика Марий Эл, Новоторъяльский район, Новый Торъял	Механизаторов ул	4				48.4358	48	26	8	56.5989	56	35	56	0	0	0	0
01.06.2015	13:30	Опрокидывание	Республика Марий Эл, Сернурский район						49.0825	49	4	57	57.0342	57	2	3	0	0	1	0
01.06.2015	13:30	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Шестакова ул	17				48	48	0	0	55	55	0	0	0	0	0	0
01.06.2015	13:15	Наезд на препятствие	Республика Марий Эл, Волжск	Федина ул	8				48	48	0	0	55	55	0	0	0	0	0	0
01.06.2015	13:10	Наезд на пешехода	Республика Марий Эл, Медведевский район						47.4997	47	29	58	56.3642	56	21	51	0	0	0	0
01.06.2015	12:53	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Чавайна б-р	13				47.9225	47	55	21	56.6286	56	37	42	0	0	0	0
01.06.2015	12:11	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленинский проспект	18				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
01.06.2015	12:00	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	100				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
01.06.2015	11:32	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	37				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
01.06.2015	11:30	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Димитрова ул	66				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
01.06.2015	11:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	120				47.8572	47	51	25	56.6597	56	39	34	0	0	0	0
01.06.2015	11:09	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Кокшайский проезд	32				47.8572	47	51	25	56.6594	56	39	33	0	0	0	0
01.06.2015	10:52	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Эшкинина ул	25				47.8711	47	52	15	56.6589	56	39	32	0	0	0	0
01.06.2015	10:50	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	114				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
01.06.2015	10:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Гагарина пр-кт	2				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
01.06.2015	10:35	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Петрова ул	12 А				47.9231	47	55	23	56.6308	56	37	50	0	0	0	0
01.06.2015	10:30	Отбрасывание предмета(отсоединение колеса)	Республика Марий Эл, Звениговский район			Звенигово - Шелангер - Морки	7	0	48.0267	48	1	36	56.0339	56	2	2	0	0	0	0
01.06.2015	10:20	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Советская ул	170				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
01.06.2015	9:47	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Прохорова ул	42				47.8278	47	49	40	56.6303	56	37	49	0	0	0	0
01.06.2015	9:08	Иной вид ДТП	Республика Марий Эл, Советский район			Йошкар-Ола - Уржум	39	0	48.2625	48	15	45	56.4447	56	26	40	0	0	0	0
01.06.2015	9:05	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Транспортная ул	4				47.8736	47	52	24	56.6414	56	38	29	0	0	0	0
01.06.2015	8:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Либкнехта ул	62				47.8867	47	53	12	56.6567	56	39	24	0	0	0	0
01.06.2015	8:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленинский проспект	22а				47.8767	47	52	36	56.6594	56	39	33	0	0	0	0
01.06.2015	8:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшкинина ул	22				47.8575	47	51	27	56.5578	56	33	28	0	0	0	0
01.06.2015	7:40	Столкновение	Республика Марий Эл, Килемарский район			Подъезд к п.Майский	4	0	46.6136	46	36	48	56.7139	56	42	50	0	0	0	0
01.06.2015	7:30	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Петрова ул	27				47.9194	47	55	9	50.6411	50	38	27	0	0	0	0
01.07.2015	23:50	Съезд с дороги	Республика Марий Эл, Медведевский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	18	0	48.1175	48	7	3	56.3041	56	18	14	0	0	0	0
01.07.2015	23:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Прохорова ул	46				47.9033	47	54	11	56.64	56	38	24	0	0	0	0
01.07.2015	22:40	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Шевченко ул	58				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
01.07.2015	22:35	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Добролюбова ул	85				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
01.07.2015	22:15	Опрокидывание	Республика Марий Эл, Моркинский район			Морки - Уньжинский - (в том числе 3,5 км по территории Республики Татарстан)	15	600	49.2382	49	14	17	56.3992	56	23	57	0	0	1	0
01.07.2015	22:10	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Кирова ул	15				47.8572	47	51	25	56.6072	56	36	25	0	0	0	0
01.07.2015	22:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Чавайна б-р	16				47.8572	47	51	25	56.6572	56	39	25	0	0	0	0
01.07.2015	21:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Димитрова ул	60				47.4439	47	26	38	56.6372	56	38	13	0	0	0	0
01.07.2015	21:25	Столкновение	Республика Марий Эл, Медведевский район			Йошкар-Ола - Санчурск	7	480	47.4831	47	28	59	56.3949	56	23	41	0	0	5	0
01.07.2015	20:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Павленко ул	7				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
01.07.2015	20:30	Иной вид ДТП	Республика Марий Эл, Медведевский район, Медведево	Мира ул	2				47.4848	47	29	5	56.3741	56	22	26	0	0	0	0
01.07.2015	19:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Подольских Курсантов ул	16				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
01.07.2015	19:50	Опрокидывание	Республика Марий Эл, Новоторъяльский район, Шуйбелякский, д Тушнур		49 А				48.4473	48	26	50	57.0077	57	0	27	0	0	1	0
01.07.2015	19:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	99				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
01.07.2015	19:10	Наезд на стоящее ТС	Республика Марий Эл, Советский район, Советский	Шоссейная ул	19				48.48	48	28	48	56.7544	56	45	15	0	0	0	0
01.07.2015	17:50	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Эшкинина ул	22а				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
01.07.2015	17:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Петрова ул	2а				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
